"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1997","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","68366","","","","0"
"1997","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","81810","","","","0"
"1997","Canada","2016A000011124","Value of natural honey and wax","Dollars","81","thousands","3","v47899","1.6","83855","","","t","0"
"1997","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","70","","","","0"
"1997","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","950","","","","0"
"1997","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","90","","","t","0"
"1997","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","86","","","","0"
"1997","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","130","","","","0"
"1997","Prince Edward Island","2016A000211","Value of natural honey and wax","Dollars","81","thousands","3","v47900","2.6","132","","","t","0"
"1997","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","455","","","","0"
"1997","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","14700","","","","0"
"1997","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","65","","","t","0"
"1997","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","640","","","","0"
"1997","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","1016","","","","0"
"1997","Nova Scotia","2016A000212","Value of natural honey and wax","Dollars","81","thousands","3","v47901","3.6","1045","","","t","0"
"1997","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","480","","","","0"
"1997","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","6500","","","","0"
"1997","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","60","","","t","0"
"1997","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","390","","","","0"
"1997","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","590","","","","0"
"1997","New Brunswick","2016A000213","Value of natural honey and wax","Dollars","81","thousands","3","v47902","4.6","605","","","t","0"
"1997","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","800","","","","0"
"1997","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","29317","","","","0"
"1997","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","99","","","t","0"
"1997","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","2892","","","","0"
"1997","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","6058","","","","0"
"1997","Quebec","2016A000224","Value of natural honey and wax","Dollars","81","thousands","3","v47903","5.6","6127","","","t","0"
"1997","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","4100","","","","0"
"1997","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","77000","","","","0"
"1997","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","95","","","t","0"
"1997","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","7315","","","","0"
"1997","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","8593","","","","0"
"1997","Ontario","2016A000235","Value of natural honey and wax","Dollars","81","thousands","3","v47904","6.6","8883","","","t","0"
"1997","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","830","","","","0"
"1997","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","83000","","","","0"
"1997","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","160","","","t","0"
"1997","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","13280","","","","0"
"1997","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","15250","","","","0"
"1997","Manitoba","2016A000246","Value of natural honey and wax","Dollars","81","thousands","3","v47905","7.6","15675","","","t","0"
"1997","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","1400","","","","0"
"1997","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","89000","","","","0"
"1997","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","185","","","t","0"
"1997","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","16465","","","","0"
"1997","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","17275","","","","0"
"1997","Saskatchewan","2016A000247","Value of natural honey and wax","Dollars","81","thousands","3","v47906","8.6","17725","","","t","0"
"1997","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","725","","","","0"
"1997","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","175000","","","","0"
"1997","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","135","","","t","0"
"1997","Alberta","2016A000248","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47887","9.4","23625","","","","0"
"1997","Alberta","2016A000248","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47897","9.5","26039","","","","0"
"1997","Alberta","2016A000248","Value of natural honey and wax","Dollars","81","thousands","3","v47907","9.6","26688","","","t","0"
"1997","British Columbia","2016A000259","Beekeepers","Number","223","units ","0","v47858","10.1","2020","","","","0"
"1997","British Columbia","2016A000259","Colonies","Number","223","units ","0","v47868","10.2","44521","","","","0"
"1997","British Columbia","2016A000259","Average yield per colony","Pounds","254","units ","0","v47878","10.3","83","","","t","0"
"1997","British Columbia","2016A000259","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47888","10.4","3673","","","","0"
"1997","British Columbia","2016A000259","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47898","10.5","6859","","","","0"
"1997","British Columbia","2016A000259","Value of natural honey and wax","Dollars","81","thousands","3","v47908","10.6","6975","","","t","0"
"1998","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","10500","","","","0"
"1998","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","563614","","","","0"
"1998","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","180","","","t","0"
"1998","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","101595","","","","0"
"1998","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","93484","","","","0"
"1998","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","35","","","","0"
"1998","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","1015","","","","0"
"1998","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","125","","","t","0"
"1998","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","127","","","","0"
"1998","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","145","","","","0"
"1998","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","450","","","","0"
"1998","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","16500","","","","0"
"1998","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","55","","","t","0"
"1998","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","908","","","","0"
"1998","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","1445","","","","0"
"1998","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","275","","","","0"
"1998","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","5560","","","","0"
"1998","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","80","","","t","0"
"1998","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","445","","","","0"
"1998","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","525","","","","0"
"1998","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","312","","","","0"
"1998","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","29797","","","","0"
"1998","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","156","","","t","0"
"1998","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","4665","","","","0"
"1998","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","6565","","","","0"
"1998","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","4000","","","","0"
"1998","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","81000","","","","0"
"1998","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","130","","","t","0"
"1998","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","10530","","","","0"
"1998","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","9302","","","","0"
"1998","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","855","","","","0"
"1998","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","88000","","","","0"
"1998","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","230","","","t","0"
"1998","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","20240","","","","0"
"1998","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","17200","","","","0"
"1998","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","1450","","","","0"
"1998","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","91000","","","","0"
"1998","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","240","","","t","0"
"1998","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","21840","","","","0"
"1998","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","17475","","","","0"
"1998","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","730","","","","0"
"1998","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","205000","","","","0"
"1998","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","187","","","t","0"
"1998","Alberta","2016A000248","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47887","9.4","38335","","","","0"
"1998","Alberta","2016A000248","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47897","9.5","34000","","","","0"
"1998","British Columbia","2016A000259","Beekeepers","Number","223","units ","0","v47858","10.1","2393","","","","0"
"1998","British Columbia","2016A000259","Colonies","Number","223","units ","0","v47868","10.2","45742","","","","0"
"1998","British Columbia","2016A000259","Average yield per colony","Pounds","254","units ","0","v47878","10.3","99","","","t","0"
"1998","British Columbia","2016A000259","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47888","10.4","4506","","","","0"
"1998","British Columbia","2016A000259","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47898","10.5","6827","","","","0"
"1999","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","9961","","","","0"
"1999","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","588824","","","","0"
"1999","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","139","","","t","0"
"1999","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","81789","","","","0"
"1999","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","70362","","","","0"
"1999","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","35","","","","0"
"1999","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","1580","","","","0"
"1999","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","70","","","t","0"
"1999","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","111","","","","0"
"1999","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","155","","","","0"
"1999","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","440","","","","0"
"1999","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","17500","","","","0"
"1999","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","66","","","t","0"
"1999","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","1155","","","","0"
"1999","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","1825","","","","0"
"1999","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","275","","","","0"
"1999","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","6000","","","","0"
"1999","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","45","","","t","0"
"1999","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","270","","","","0"
"1999","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","354","","","","0"
"1999","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","324","","","","0"
"1999","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","34129","","","","0"
"1999","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","119","","","t","0"
"1999","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","4072","","","","0"
"1999","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","4830","","","","0"
"1999","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","3600","","","","0"
"1999","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","85000","","","","0"
"1999","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","97","","","t","0"
"1999","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","8245","","","","0"
"1999","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","8059","","","","0"
"1999","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","855","","","","0"
"1999","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","92000","","","","0"
"1999","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","180","","","t","0"
"1999","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","16560","","","","0"
"1999","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","12420","","","","0"
"1999","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","1350","","","","0"
"1999","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","100000","","","","0"
"1999","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","240","","","t","0"
"1999","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","24000","","","","0"
"1999","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","18000","","","","0"
"1999","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","725","","","","0"
"1999","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","205000","","","","0"
"1999","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","121","","","t","0"
"1999","Alberta","2016A000248","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47887","9.4","24805","","","","0"
"1999","Alberta","2016A000248","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47897","9.5","20158","","","","0"
"1999","British Columbia","2016A000259","Beekeepers","Number","223","units ","0","v47858","10.1","2357","","","","0"
"1999","British Columbia","2016A000259","Colonies","Number","223","units ","0","v47868","10.2","47615","","","","0"
"1999","British Columbia","2016A000259","Average yield per colony","Pounds","254","units ","0","v47878","10.3","54","","","t","0"
"1999","British Columbia","2016A000259","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47888","10.4","2571","","","","0"
"1999","British Columbia","2016A000259","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47898","10.5","4561","","","","0"
"2000","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","9253","","","","0"
"2000","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","599863","","","","0"
"2000","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","117","","","t","0"
"2000","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","70232","","","","0"
"2000","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","69284","","","","0"
"2000","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","35","","","","0"
"2000","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","1775","","","","0"
"2000","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","45","","","t","0"
"2000","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","80","","","","0"
"2000","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","188","","","","0"
"2000","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","450","","","","0"
"2000","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","19500","","","","0"
"2000","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","45","","","t","0"
"2000","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","800","","","","0"
"2000","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","1240","","","","0"
"2000","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","275","","","","0"
"2000","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","7585","","","","0"
"2000","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","35","","","t","0"
"2000","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","265","","","","0"
"2000","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","594","","","","0"
"2000","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","243","","","","0"
"2000","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","31035","","","","0"
"2000","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","101","","","t","0"
"2000","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","2555","","","","0"
"2000","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","3546","","","","0"
"2000","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","3000","","","","0"
"2000","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","80000","","","","0"
"2000","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","75","","","t","0"
"2000","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","7163","","","","0"
"2000","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","8929","","","","0"
"2000","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","860","","","","0"
"2000","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","95000","","","","0"
"2000","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","140","","","t","0"
"2000","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","13300","","","","0"
"2000","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","12917","","","","0"
"2000","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","1350","","","","0"
"2000","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","100000","","","","0"
"2000","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","180","","","t","0"
"2000","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","18000","","","","0"
"2000","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","14040","","","","0"
"2000","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","747","","","","0"
"2000","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","217000","","","","0"
"2000","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","108","","","t","0"
"2000","Alberta","2016A000248","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47887","9.4","24087","","","","0"
"2000","Alberta","2016A000248","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47897","9.5","19741","","","","0"
"2000","British Columbia","2016A000259","Beekeepers","Number","223","units ","0","v47858","10.1","2293","","","","0"
"2000","British Columbia","2016A000259","Colonies","Number","223","units ","0","v47868","10.2","47968","","","","0"
"2000","British Columbia","2016A000259","Average yield per colony","Pounds","254","units ","0","v47878","10.3","83","","","t","0"
"2000","British Columbia","2016A000259","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47888","10.4","3981","","","","0"
"2000","British Columbia","2016A000259","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47898","10.5","8089","","","","0"
"2001","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","9102","","","","0"
"2001","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","602328","","","","0"
"2001","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","130","","","t","0"
"2001","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","78016","","","","0"
"2001","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","92918","","","","0"
"2001","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","78","","","","0"
"2001","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","1702","","","","0"
"2001","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","77","","","t","0"
"2001","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","131","","","","0"
"2001","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","217","","","","0"
"2001","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","400","","","","0"
"2001","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","20500","","","","0"
"2001","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","31","","","t","0"
"2001","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","629","","","","0"
"2001","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","692","","","","0"
"2001","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","284","","","","0"
"2001","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","4874","","","","0"
"2001","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","43","","","t","0"
"2001","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","211","","","","0"
"2001","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","471","","","","0"
"2001","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","237","","","","0"
"2001","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","30576","","","","0"
"2001","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","88","","","t","0"
"2001","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","2687","","","","0"
"2001","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","5259","","","","0"
"2001","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","3000","","","","0"
"2001","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","75000","","","","0"
"2001","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","95","","","t","0"
"2001","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","7097","","","","0"
"2001","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","9224","","","","0"
"2001","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","800","","","","0"
"2001","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","91000","","","","0"
"2001","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","172","","","t","0"
"2001","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","15640","","","","0"
"2001","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","16735","","","","0"
"2001","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","1315","","","","0"
"2001","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","100000","","","","0"
"2001","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","215","","","t","0"
"2001","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","21500","","","","0"
"2001","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","25800","","","","0"
"2001","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","739","","","","0"
"2001","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","227000","","","","0"
"2001","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","118","","","t","0"
"2001","Alberta","2016A000248","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47887","9.4","26786","","","","0"
"2001","Alberta","2016A000248","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47897","9.5","27488","","","","0"
