"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1929","British Columbia","2016A000259","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47898","10.5","158","","","","0"
"1929","British Columbia","2016A000259","Value of natural honey and wax","Dollars","81","thousands","3","v47908","10.6","166","","","t","0"
"1930","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","24185","","","","0"
"1930","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","362140","","","","0"
"1930","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","84","","","t","0"
"1930","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","30260","","","","0"
"1930","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","2413","","","","0"
"1930","Canada","2016A000011124","Value of natural honey and wax","Dollars","81","thousands","3","v47899","1.6","2526","","","t","0"
"1930","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","15","","","","0"
"1930","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","200","","","","0"
"1930","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","50","","","t","0"
"1930","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","10","","","","0"
"1930","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","1","","","","0"
"1930","Prince Edward Island","2016A000211","Value of natural honey and wax","Dollars","81","thousands","3","v47900","2.6","1","","","t","0"
"1930","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","260","","","","0"
"1930","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","1410","","","","0"
"1930","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","57","","","t","0"
"1930","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","80","","","","0"
"1930","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","9","","","","0"
"1930","Nova Scotia","2016A000212","Value of natural honey and wax","Dollars","81","thousands","3","v47901","3.6","9","","","t","0"
"1930","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","390","","","","0"
"1930","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","1700","","","","0"
"1930","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","39","","","t","0"
"1930","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","67","","","","0"
"1930","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","7","","","","0"
"1930","New Brunswick","2016A000213","Value of natural honey and wax","Dollars","81","thousands","3","v47902","4.6","8","","","t","0"
"1930","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","7820","","","","0"
"1930","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","108280","","","","0"
"1930","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","41","","","t","0"
"1930","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","4403","","","","0"
"1930","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","456","","","","0"
"1930","Quebec","2016A000224","Value of natural honey and wax","Dollars","81","thousands","3","v47903","5.6","476","","","t","0"
"1930","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","9400","","","","0"
"1930","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","175000","","","","0"
"1930","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","102","","","t","0"
"1930","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","17848","","","","0"
"1930","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","1160","","","","0"
"1930","Ontario","2016A000235","Value of natural honey and wax","Dollars","81","thousands","3","v47904","6.6","1215","","","t","0"
"1930","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","1960","","","","0"
"1930","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","43340","","","","0"
"1930","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","117","","","t","0"
"1930","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","5055","","","","0"
"1930","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","455","","","","0"
"1930","Manitoba","2016A000246","Value of natural honey and wax","Dollars","81","thousands","3","v47905","7.6","476","","","t","0"
"1930","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","1350","","","","0"
"1930","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","7320","","","","0"
"1930","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","94","","","t","0"
"1930","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","686","","","","0"
"1930","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","103","","","","0"
"1930","Saskatchewan","2016A000247","Value of natural honey and wax","Dollars","81","thousands","3","v47906","8.6","108","","","t","0"
"1930","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","170","","","","0"
"1930","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","4450","","","","0"
"1930","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","222","","","t","0"
"1930","Alberta","2016A000248","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47887","9.4","990","","","","0"
"1930","Alberta","2016A000248","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47897","9.5","99","","","","0"
"1930","Alberta","2016A000248","Value of natural honey and wax","Dollars","81","thousands","3","v47907","9.6","104","","","t","0"
"1930","British Columbia","2016A000259","Beekeepers","Number","223","units ","0","v47858","10.1","2820","","","","0"
"1930","British Columbia","2016A000259","Colonies","Number","223","units ","0","v47868","10.2","20440","","","","0"
"1930","British Columbia","2016A000259","Average yield per colony","Pounds","254","units ","0","v47878","10.3","55","","","t","0"
"1930","British Columbia","2016A000259","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47888","10.4","1121","","","","0"
"1930","British Columbia","2016A000259","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47898","10.5","123","","","","0"
"1930","British Columbia","2016A000259","Value of natural honey and wax","Dollars","81","thousands","3","v47908","10.6","129","","","t","0"
"1931","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","23985","","","","0"
"1931","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","350500","","","","0"
"1931","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","89","","","t","0"
"1931","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","31324","","","","0"
"1931","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","2405","","","","0"
"1931","Canada","2016A000011124","Value of natural honey and wax","Dollars","81","thousands","3","v47899","1.6","2518","","","t","0"
"1931","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","15","","","","0"
"1931","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","200","","","","0"
"1931","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","50","","","t","0"
"1931","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","10","","","","0"
"1931","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","1","","","","0"
"1931","Prince Edward Island","2016A000211","Value of natural honey and wax","Dollars","81","thousands","3","v47900","2.6","1","","","t","0"
"1931","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","260","","","","0"
"1931","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","1480","","","","0"
"1931","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","39","","","t","0"
"1931","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","57","","","","0"
"1931","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","6","","","","0"
"1931","Nova Scotia","2016A000212","Value of natural honey and wax","Dollars","81","thousands","3","v47901","3.6","6","","","t","0"
"1931","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","370","","","","0"
"1931","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","1700","","","","0"
"1931","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","39","","","t","0"
"1931","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","67","","","","0"
"1931","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","7","","","","0"
"1931","New Brunswick","2016A000213","Value of natural honey and wax","Dollars","81","thousands","3","v47902","4.6","7","","","t","0"
"1931","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","7740","","","","0"
"1931","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","103900","","","","0"
"1931","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","54","","","t","0"
"1931","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","5633","","","","0"
"1931","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","595","","","","0"
"1931","Quebec","2016A000224","Value of natural honey and wax","Dollars","81","thousands","3","v47903","5.6","623","","","t","0"
"1931","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","9250","","","","0"
"1931","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","178000","","","","0"
"1931","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","108","","","t","0"
"1931","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","19212","","","","0"
"1931","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","1248","","","","0"
"1931","Ontario","2016A000235","Value of natural honey and wax","Dollars","81","thousands","3","v47904","6.6","1307","","","t","0"
"1931","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","1750","","","","0"
"1931","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","31000","","","","0"
"1931","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","119","","","t","0"
"1931","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","3676","","","","0"
"1931","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","257","","","","0"
"1931","Manitoba","2016A000246","Value of natural honey and wax","Dollars","81","thousands","3","v47905","7.6","269","","","t","0"
"1931","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","1470","","","","0"
"1931","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","7310","","","","0"
"1931","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","83","","","t","0"
"1931","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","610","","","","0"
"1931","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","73","","","","0"
"1931","Saskatchewan","2016A000247","Value of natural honey and wax","Dollars","81","thousands","3","v47906","8.6","77","","","t","0"
"1931","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","190","","","","0"
"1931","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","5500","","","","0"
"1931","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","166","","","t","0"
"1931","Alberta","2016A000248","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47887","9.4","915","","","","0"
"1931","Alberta","2016A000248","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47897","9.5","92","","","","0"
"1931","Alberta","2016A000248","Value of natural honey and wax","Dollars","81","thousands","3","v47907","9.6","96","","","t","0"
"1931","British Columbia","2016A000259","Beekeepers","Number","223","units ","0","v47858","10.1","2940","","","","0"
"1931","British Columbia","2016A000259","Colonies","Number","223","units ","0","v47868","10.2","21410","","","","0"
"1931","British Columbia","2016A000259","Average yield per colony","Pounds","254","units ","0","v47878","10.3","53","","","t","0"
"1931","British Columbia","2016A000259","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47888","10.4","1144","","","","0"
"1931","British Columbia","2016A000259","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47898","10.5","126","","","","0"
"1931","British Columbia","2016A000259","Value of natural honey and wax","Dollars","81","thousands","3","v47908","10.6","132","","","t","0"
"1932","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","24645","","","","0"
"1932","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","349290","","","","0"
"1932","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","75","","","t","0"
"1932","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","26213","","","","0"
"1932","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","1942","","","","0"
"1932","Canada","2016A000011124","Value of natural honey and wax","Dollars","81","thousands","3","v47899","1.6","2033","","","t","0"
"1932","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","15","","","","0"
"1932","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","210","","","","0"
"1932","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","62","","","t","0"
"1932","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","13","","","","0"
"1932","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","1","","","","0"
"1932","Prince Edward Island","2016A000211","Value of natural honey and wax","Dollars","81","thousands","3","v47900","2.6","2","","","t","0"
"1932","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","260","","","","0"
"1932","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","1380","","","","0"
"1932","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","35","","","t","0"
"1932","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","48","","","","0"
"1932","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","5","","","","0"
"1932","Nova Scotia","2016A000212","Value of natural honey and wax","Dollars","81","thousands","3","v47901","3.6","6","","","t","0"
"1932","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","380","","","","0"
"1932","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","1600","","","","0"
"1932","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","23","","","t","0"
"1932","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","37","","","","0"
"1932","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","4","","","","0"
"1932","New Brunswick","2016A000213","Value of natural honey and wax","Dollars","81","thousands","3","v47902","4.6","4","","","t","0"
"1932","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","7530","","","","0"
"1932","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","94890","","","","0"
"1932","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","28","","","t","0"
"1932","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","2652","","","","0"
"1932","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","217","","","","0"
"1932","Quebec","2016A000224","Value of natural honey and wax","Dollars","81","thousands","3","v47903","5.6","225","","","t","0"
"1932","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","9100","","","","0"
"1932","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","182000","","","","0"
"1932","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","86","","","t","0"
"1932","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","15600","","","","0"
"1932","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","1092","","","","0"
"1932","Ontario","2016A000235","Value of natural honey and wax","Dollars","81","thousands","3","v47904","6.6","1144","","","t","0"
"1932","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","2350","","","","0"
"1932","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","32780","","","","0"
"1932","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","180","","","t","0"
"1932","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","5886","","","","0"
"1932","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","412","","","","0"
"1932","Manitoba","2016A000246","Value of natural honey and wax","Dollars","81","thousands","3","v47905","7.6","431","","","t","0"
"1932","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","1720","","","","0"
"1932","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","8800","","","","0"
"1932","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","48","","","t","0"
"1932","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","420","","","","0"
"1932","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","46","","","","0"
"1932","Saskatchewan","2016A000247","Value of natural honey and wax","Dollars","81","thousands","3","v47906","8.6","48","","","t","0"
"1932","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","320","","","","0"
"1932","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","5700","","","","0"
"1932","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","96","","","t","0"
"1932","Alberta","2016A000248","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47887","9.4","550","","","","0"
"1932","Alberta","2016A000248","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47897","9.5","44","","","","0"
"1932","Alberta","2016A000248","Value of natural honey and wax","Dollars","81","thousands","3","v47907","9.6","46","","","t","0"
"1932","British Columbia","2016A000259","Beekeepers","Number","223","units ","0","v47858","10.1","2970","","","","0"
"1932","British Columbia","2016A000259","Colonies","Number","223","units ","0","v47868","10.2","21930","","","","0"
"1932","British Columbia","2016A000259","Average yield per colony","Pounds","254","units ","0","v47878","10.3","46","","","t","0"
"1932","British Columbia","2016A000259","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47888","10.4","1007","","","","0"
"1932","British Columbia","2016A000259","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47898","10.5","121","","","","0"
"1932","British Columbia","2016A000259","Value of natural honey and wax","Dollars","81","thousands","3","v47908","10.6","127","","","t","0"
"1933","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","23085","","","","0"
"1933","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","328210","","","","0"
"1933","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","98","","","t","0"
"1933","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","32094","","","","0"
"1933","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","2669","","","","0"
"1933","Canada","2016A000011124","Value of natural honey and wax","Dollars","81","thousands","3","v47899","1.6","2785","","","t","0"
"1933","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","15","","","","0"
"1933","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","200","","","","0"
"1933","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","60","","","t","0"
"1933","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","12","","","","0"
"1933","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","1","","","","0"
"1933","Prince Edward Island","2016A000211","Value of natural honey and wax","Dollars","81","thousands","3","v47900","2.6","1","","","t","0"
"1933","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","260","","","","0"
"1933","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","1350","","","","0"
"1933","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","51","","","t","0"
"1933","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","69","","","","0"
"1933","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","9","","","","0"
"1933","Nova Scotia","2016A000212","Value of natural honey and wax","Dollars","81","thousands","3","v47901","3.6","9","","","t","0"
"1933","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","370","","","","0"
"1933","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","1500","","","","0"
"1933","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","28","","","t","0"
"1933","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","42","","","","0"
"1933","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","6","","","","0"
"1933","New Brunswick","2016A000213","Value of natural honey and wax","Dollars","81","thousands","3","v47902","4.6","6","","","t","0"
"1933","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","5800","","","","0"
"1933","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","70530","","","","0"
"1933","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","57","","","t","0"
"1933","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","4025","","","","0"
"1933","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","448","","","","0"
"1933","Quebec","2016A000224","Value of natural honey and wax","Dollars","81","thousands","3","v47903","5.6","462","","","t","0"
"1933","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","9000","","","","0"
"1933","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","190000","","","","0"
"1933","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","111","","","t","0"
"1933","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","21056","","","","0"
"1933","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","1558","","","","0"
"1933","Ontario","2016A000235","Value of natural honey and wax","Dollars","81","thousands","3","v47904","6.6","1634","","","t","0"
"1933","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","2600","","","","0"
"1933","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","28000","","","","0"
"1933","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","136","","","t","0"
"1933","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","3800","","","","0"
"1933","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","304","","","","0"
"1933","Manitoba","2016A000246","Value of natural honey and wax","Dollars","81","thousands","3","v47905","7.6","318","","","t","0"
"1933","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","1900","","","","0"
"1933","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","8820","","","","0"
"1933","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","105","","","t","0"
"1933","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","926","","","","0"
"1933","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","96","","","","0"
"1933","Saskatchewan","2016A000247","Value of natural honey and wax","Dollars","81","thousands","3","v47906","8.6","100","","","t","0"
"1933","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","320","","","","0"
"1933","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","5800","","","","0"
"1933","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","172","","","t","0"
"1933","Alberta","2016A000248","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47887","9.4","1000","","","","0"
"1933","Alberta","2016A000248","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47897","9.5","90","","","","0"
"1933","Alberta","2016A000248","Value of natural honey and wax","Dollars","81","thousands","3","v47907","9.6","94","","","t","0"
"1933","British Columbia","2016A000259","Beekeepers","Number","223","units ","0","v47858","10.1","2820","","","","0"
"1933","British Columbia","2016A000259","Colonies","Number","223","units ","0","v47868","10.2","22010","","","","0"
"1933","British Columbia","2016A000259","Average yield per colony","Pounds","254","units ","0","v47878","10.3","53","","","t","0"
"1933","British Columbia","2016A000259","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47888","10.4","1164","","","","0"
"1933","British Columbia","2016A000259","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47898","10.5","157","","","","0"
"1933","British Columbia","2016A000259","Value of natural honey and wax","Dollars","81","thousands","3","v47908","10.6","161","","","t","0"
"1934","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","24254","","","","0"
"1934","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","328370","","","","0"
"1934","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","104","","","t","0"
"1934","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","34216","","","","0"
"1934","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","3081","","","","0"
"1934","Canada","2016A000011124","Value of natural honey and wax","Dollars","81","thousands","3","v47899","1.6","3200","","","t","0"
"1934","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","14","","","","0"
"1934","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","180","","","","0"
"1934","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","31","","","t","0"
"1934","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","6","","","","0"
